species_name,trait,units,value
Chamaecrista exigua,leaf type,,compound
Chamaecrista exigua var. exigua,leaf type,,compound
Chamaecrista exigua var. minor,leaf type,,compound
Chamaecrista grisea,leaf type,,compound
Chamaecrista longipes,leaf type,,compound
Chamaecrista moorei,leaf type,,compound
Chamaecrista nomame var. grandiflora,leaf type,,compound
Chamaecrista symonii,leaf type,,compound
Chamaescilla corymbosa,leaf type,,simple
Chamaescilla corymbosa var. corymbosa,leaf type,,simple
Chamaescilla corymbosa var. latifolia,leaf type,,simple
Chamaescilla corymbosa var. paradoxa,leaf type,,simple
Chamaescilla spiralis,leaf type,,simple
Chamaexeros fimbriata,leaf type,,simple
Chamaexeros macranthera,leaf type,,simple
Chamaexeros serra,leaf type,,simple
Choretrum candollei,leaf type,,simple
Choretrum glomeratum,leaf type,,simple
Choretrum glomeratum var. chrysanthum,leaf type,,simple
Choretrum glomeratum var. glomeratum,leaf type,,simple
Choretrum lateriflorum,leaf type,,simple
Choretrum pauciflorum,leaf type,,simple
Choretrum pritzelii,leaf type,,simple
Choretrum spicatum,leaf type,,simple
Cinnamomum baileyanum,leaf type,,simple
Cinnamomum laubatii,leaf type,,simple
Cinnamomum oliveri,leaf type,,simple
Cinnamomum propinquum,leaf type,,simple
Cinnamomum virens,leaf type,,simple
Cissampelos pareira var. hirsuta,leaf type,,simple
Citronella moorei,leaf type,,simple
Citronella smythii,leaf type,,simple
Clematis aristata,leaf type,,compound
Clematis clitorioides,leaf type,,compound
Clematis decipiens,leaf type,,compound
Clematis delicata,leaf type,,compound
Clematis fawcettii,leaf type,,compound
Clematis gentianoides,leaf type,,simple
Clematis glycinoides,leaf type,,compound
Clematis leptophylla,leaf type,,compound
Clematis linearifolia,leaf type,,compound
Clematis microphylla,leaf type,,compound
Clematis pickeringii,leaf type,,compound
Clematis pubescens,leaf type,,compound
Combretum trifoliatum,leaf type,,simple
Conospermum acerosum,leaf type,,simple
Conospermum acerosum subsp. acerosum,leaf type,,simple
Conospermum acerosum subsp. hirsutum,leaf type,,simple
Conospermum amoenum,leaf type,,simple
Conospermum amoenum subsp. amoenum,leaf type,,simple
Conospermum amoenum subsp. cuneatum,leaf type,,simple
Conospermum boreale,leaf type,,simple
Conospermum boreale subsp. ascendens,leaf type,,simple
Conospermum boreale subsp. boreale,leaf type,,simple
Conospermum brachyphyllum,leaf type,,simple
Conospermum bracteosum,leaf type,,simple
Conospermum brownii,leaf type,,simple
Conospermum burgessiorum,leaf type,,simple
Conospermum caeruleum,leaf type,,simple
Conospermum caeruleum subsp. caeruleum,leaf type,,simple
Conospermum caeruleum subsp. contortum,leaf type,,simple
Conospermum caeruleum subsp. debile,leaf type,,simple
Conospermum caeruleum subsp. marginatum,leaf type,,simple
Conospermum caeruleum subsp. oblanceolatum,leaf type,,simple
Conospermum caeruleum subsp. spathulatum,leaf type,,simple
Conospermum canaliculatum,leaf type,,simple
Conospermum canaliculatum subsp. apiculatum,leaf type,,simple
Conospermum canaliculatum subsp. canaliculatum,leaf type,,simple
Conospermum capitatum,leaf type,,simple
Conospermum capitatum subsp. capitatum,leaf type,,simple
Conospermum capitatum subsp. glabratum,leaf type,,simple
Conospermum capitatum subsp. velutinum,leaf type,,simple
Conospermum cinereum,leaf type,,simple
Conospermum coerulescens,leaf type,,simple
Conospermum coerulescens subsp. adpressum,leaf type,,simple
Conospermum coerulescens subsp. coerulescens,leaf type,,simple
Conospermum coerulescens subsp. dorrienii,leaf type,,simple
Conospermum crassinervium,leaf type,,simple
Conospermum croniniae,leaf type,,simple
Conospermum densiflorum,leaf type,,simple
Conospermum densiflorum subsp. densiflorum,leaf type,,simple
Conospermum densiflorum subsp. unicephalatum,leaf type,,simple
Conospermum distichum,leaf type,,simple
Conospermum eatoniae,leaf type,,simple
Conospermum ellipticum,leaf type,,simple
Conospermum elongatum,leaf type,,simple
Conospermum ephedroides,leaf type,,simple
Conospermum ericifolium,leaf type,,simple
Conospermum filifolium,leaf type,,simple
Conospermum filifolium subsp. australe,leaf type,,simple
Conospermum filifolium subsp. filifolium,leaf type,,simple
Conospermum flexuosum,leaf type,,simple
Conospermum flexuosum subsp. flexuosum,leaf type,,simple
Conospermum flexuosum subsp. laevigatum,leaf type,,simple
Conospermum floribundum,leaf type,,simple
Conospermum galeatum,leaf type,,simple
Conospermum glumaceum,leaf type,,simple
Conospermum hookeri,leaf type,,simple
Conospermum huegelii,leaf type,,simple
Conospermum incurvum,leaf type,,simple
Conospermum leianthum,leaf type,,simple
Conospermum leianthum subsp. leianthum,leaf type,,simple
Conospermum leianthum subsp. orientale,leaf type,,simple
Conospermum longifolium,leaf type,,simple
Conospermum longifolium subsp. angustifolium,leaf type,,simple
Conospermum longifolium subsp. longifolium,leaf type,,simple
Conospermum longifolium subsp. mediale,leaf type,,simple
Conospermum microflorum,leaf type,,simple
Conospermum mitchellii,leaf type,,simple
Conospermum multispicatum,leaf type,,simple
Conospermum nervosum,leaf type,,simple
Conospermum paniculatum,leaf type,,simple
Conospermum patens,leaf type,,simple
Conospermum polycephalum,leaf type,,simple
Conospermum quadripetalum,leaf type,,simple
Conospermum scaposum,leaf type,,simple
Conospermum sigmoideum,leaf type,,simple
Conospermum spectabile,leaf type,,simple
Conospermum sphacelatum,leaf type,,simple
Conospermum stoechadis,leaf type,,simple
Conospermum stoechadis subsp. sclerophyllum,leaf type,,simple
Conospermum stoechadis subsp. stoechadis,leaf type,,simple
Conospermum taxifolium,leaf type,,simple
Conospermum tenuifolium,leaf type,,simple
Conospermum teretifolium,leaf type,,simple
Conospermum toddii,leaf type,,simple
Conospermum triplinervium,leaf type,,simple
Conospermum undulatum,leaf type,,simple
Conospermum unilaterale,leaf type,,simple
Conospermum wycherleyi,leaf type,,simple
Conospermum wycherleyi subsp. glabrum,leaf type,,simple
Conospermum wycherleyi subsp. wycherleyi,leaf type,,simple
Conostylis aculeata,leaf type,,simple
Conostylis aculeata subsp. aculeata,leaf type,,simple
Conostylis aculeata subsp. breviflora,leaf type,,simple
Conostylis aculeata subsp. bromelioides,leaf type,,simple
Conostylis aculeata subsp. cygnorum,leaf type,,simple
Conostylis aculeata subsp. echinissima,leaf type,,simple
Conostylis aculeata subsp. gracilis,leaf type,,simple
Conostylis aculeata subsp. preissii,leaf type,,simple
Conostylis aculeata subsp. rhipidion,leaf type,,simple
Conostylis aculeata subsp. septentrionora,leaf type,,simple
Conostylis aculeata subsp. spinuligera,leaf type,,simple
Conostylis albescens,leaf type,,simple
Conostylis androstemma,leaf type,,simple
Conostylis angustifolia,leaf type,,simple
Conostylis argentea,leaf type,,simple
Conostylis aurea,leaf type,,simple
Conostylis bealiana,leaf type,,simple
Conostylis bracteata,leaf type,,simple
Conostylis breviscapa,leaf type,,simple
Conostylis candicans,leaf type,,simple
Conostylis candicans subsp. calcicola,leaf type,,simple
Conostylis candicans subsp. candicans,leaf type,,simple
Conostylis candicans subsp. flavifolia,leaf type,,simple
Conostylis candicans subsp. procumbens,leaf type,,simple
Conostylis canteriata,leaf type,,simple
Conostylis caricina,leaf type,,simple
Conostylis caricina subsp. caricina,leaf type,,simple
Conostylis caricina subsp. elachys,leaf type,,simple
Conostylis crassinerva,leaf type,,simple
Conostylis crassinerva subsp. absens,leaf type,,simple
Conostylis crassinerva subsp. crassinerva,leaf type,,simple
Conostylis deplexa,leaf type,,simple
Conostylis dielsii,leaf type,,simple
Conostylis dielsii subsp. dielsii,leaf type,,simple
Conostylis dielsii subsp. teres,leaf type,,simple
Conostylis drummondii,leaf type,,simple
Conostylis festucacea,leaf type,,simple
Conostylis festucacea subsp. festucacea,leaf type,,simple
Conostylis festucacea subsp. filifolia,leaf type,,simple
Conostylis hiemalis,leaf type,,simple
Conostylis juncea,leaf type,,simple
Conostylis latens,leaf type,,simple
Conostylis laxiflora,leaf type,,simple
Conostylis lepidospermoides,leaf type,,simple
Conostylis micrantha,leaf type,,simple
Conostylis misera,leaf type,,simple
Conostylis neocymosa,leaf type,,simple
Conostylis pauciflora,leaf type,,simple
Conostylis pauciflora subsp. euryrhipis,leaf type,,simple
Conostylis pauciflora subsp. pauciflora,leaf type,,simple
Conostylis petrophiloides,leaf type,,simple
Conostylis phathyrantha,leaf type,,simple
Conostylis prolifera,leaf type,,simple
Conostylis pusilla,leaf type,,simple
Conostylis resinosa,leaf type,,simple
Conostylis robusta,leaf type,,simple
Conostylis rogeri,leaf type,,simple
Conostylis seminuda,leaf type,,simple
Conostylis seorsiflora,leaf type,,simple
Conostylis seorsiflora subsp. longissima,leaf type,,simple
Conostylis seorsiflora subsp. seorsiflora,leaf type,,simple
Conostylis seorsiflora subsp. trichophylla,leaf type,,simple
Conostylis serrulata,leaf type,,simple
Conostylis setigera,leaf type,,simple
Conostylis setigera subsp. dasys,leaf type,,simple
Conostylis setigera subsp. setigera,leaf type,,simple
Conostylis setosa,leaf type,,simple
Conostylis stylidioides,leaf type,,simple
Conostylis teretifolia,leaf type,,simple
Conostylis teretifolia subsp. planescens,leaf type,,simple
Conostylis teretifolia subsp. teretifolia,leaf type,,simple
Conostylis teretiuscula,leaf type,,simple
Conostylis tomentosa,leaf type,,simple
Conostylis vaginata,leaf type,,simple
Conostylis villosa,leaf type,,simple
Conostylis wonganensis,leaf type,,simple
Coopernookia barbata,leaf type,,simple
Coopernookia chisholmii,leaf type,,simple
Coopernookia georgei,leaf type,,simple
Coopernookia polygalacea,leaf type,,simple
Coopernookia scabridiuscula,leaf type,,simple
Coopernookia strophiolata,leaf type,,simple
Cordyline cannifolia,leaf type,,simple
Cordyline congesta,leaf type,,simple
Cordyline fruticosa,leaf type,,simple
Cordyline manners-suttoniae,leaf type,,simple
Cordyline murchisoniae,leaf type,,simple
Cordyline petiolaris,leaf type,,simple
Cordyline rubra,leaf type,,simple
Cordyline stricta,leaf type,,simple
Corynocarpus cribbianus,leaf type,,simple
Corynocarpus rupestris,leaf type,,simple
Corynocarpus rupestris subsp. arborescens,leaf type,,simple
Corynocarpus rupestris subsp. rupestris,leaf type,,simple
Corynotheca asperata,leaf type,,simple
Corynotheca flexuosissima,leaf type,,simple
Corynotheca lateriflora,leaf type,,simple
Corynotheca licrota,leaf type,,simple
Corynotheca micrantha,leaf type,,simple
Corynotheca micrantha var. acanthoclada,leaf type,,simple
Corynotheca micrantha var. divaricata,leaf type,,simple
Corynotheca micrantha var. elongata,leaf type,,simple
Corynotheca micrantha var. gracilis,leaf type,,simple
Corynotheca micrantha var. micrantha,leaf type,,simple
Corynotheca micrantha var. panda,leaf type,,simple
Corynotheca pungens,leaf type,,simple
Cossinia australiana,leaf type,,compound
Costus potierae,leaf type,,simple
Crinum angustifolium,leaf type,,simple
Crinum flaccidum,leaf type,,simple
Crinum pedunculatum,leaf type,,simple
Crinum uniflorum,leaf type,,simple
Crinum venosum,leaf type,,simple
Crudia papuana,leaf type,,compound
Cryptocarya angulata,leaf type,,simple
Cryptocarya bamagana,leaf type,,simple
Cryptocarya bellendenkerana,leaf type,,simple
Cryptocarya bidwillii,leaf type,,simple
Cryptocarya brassii,leaf type,,simple
Cryptocarya burckiana,leaf type,,simple
Cryptocarya clarksoniana,leaf type,,simple
Cryptocarya claudiana,leaf type,,simple
Cryptocarya cocosoides,leaf type,,simple
Cryptocarya corrugata,leaf type,,simple
Cryptocarya cunninghamii,leaf type,,simple
Cryptocarya densiflora,leaf type,,simple
Cryptocarya dorrigoensis,leaf type,,simple
Cryptocarya endiandrifolia,leaf type,,simple
Cryptocarya erythroxylon,leaf type,,simple
Cryptocarya exfoliata,leaf type,,simple
Cryptocarya floydii,leaf type,,simple
Cryptocarya foetida,leaf type,,simple
Cryptocarya foveolata,leaf type,,simple
Cryptocarya glaucescens,leaf type,,simple
Cryptocarya glaucocarpa,leaf type,,simple
Cryptocarya grandis,leaf type,,simple
Cryptocarya hypospodia,leaf type,,simple
Cryptocarya laevigata,leaf type,,simple
Cryptocarya leucophylla,leaf type,,simple
Cryptocarya lividula,leaf type,,simple
Cryptocarya macdonaldii,leaf type,,simple
Cryptocarya mackinnoniana,leaf type,,simple
Cryptocarya meisneriana,leaf type,,simple
Cryptocarya melanocarpa,leaf type,,simple
Cryptocarya microneura,leaf type,,simple
Cryptocarya murrayi,leaf type,,simple
Cryptocarya nova-anglica,leaf type,,simple
Cryptocarya oblata,leaf type,,simple
Cryptocarya obovata,leaf type,,simple
Cryptocarya onoprienkoana,leaf type,,simple
Cryptocarya pleurosperma,leaf type,,simple
Cryptocarya putida,leaf type,,simple
Cryptocarya rhodosperma,leaf type,,simple
Cryptocarya rigida,leaf type,,simple
Cryptocarya saccharata,leaf type,,simple
Cryptocarya sclerophylla,leaf type,,simple
Cryptocarya smaragdina,leaf type,,simple
Cryptocarya triplinervis,leaf type,,simple
Cryptocarya triplinervis var. pubens,leaf type,,simple
Cryptocarya triplinervis var. riparia,leaf type,,simple
Cryptocarya triplinervis var. triplinervis,leaf type,,simple
Cryptocarya vulgaris,leaf type,,simple
Cryptocarya whiffiniana,leaf type,,simple
Cryptocarya williwilliana,leaf type,,simple
Cupaniopsis anacardioides,leaf type,,compound
Cupaniopsis dallachyi,leaf type,,compound
Cupaniopsis flagelliformis,leaf type,,compound
Cupaniopsis flagelliformis var. australis,leaf type,,compound
Cupaniopsis flagelliformis var. flagelliformis,leaf type,,compound
Cupaniopsis fleckeri,leaf type,,compound
Cupaniopsis foveolata,leaf type,,compound
Cupaniopsis newmanii,leaf type,,compound
Cupaniopsis parvifolia,leaf type,,compound
Cupaniopsis serrata,leaf type,,compound
Cupaniopsis shirleyana,leaf type,,compound
Cupaniopsis tomentella,leaf type,,compound
Cupaniopsis wadsworthii,leaf type,,compound
Curculigo ensifolia var. ensifolia,leaf type,,simple
Curculigo ensifolia var. longifolia,leaf type,,simple
Curcuma australasica,leaf type,,simple
Cyanella hyacinthoides,leaf type,,simple
Cyathostemma glabrum,leaf type,,simple
Cyathostemma micranthum,leaf type,,simple
Cycas angulata,leaf type,,compound
Cycas arenicola,leaf type,,compound
Cycas armstrongii,leaf type,,compound
Cycas arnhemica,leaf type,,compound
Cycas arnhemica subsp. arnhemica,leaf type,,compound
Cycas arnhemica subsp. muninga,leaf type,,compound
Cycas arnhemica subsp. natja,leaf type,,compound
Cycas badensis,leaf type,,compound
Cycas basaltica,leaf type,,compound
Cycas brunnea,leaf type,,compound
Cycas cairnsiana,leaf type,,compound
Cycas calcicola,leaf type,,compound
Cycas canalis,leaf type,,compound
Cycas canalis subsp. canalis,leaf type,,compound
Cycas canalis subsp. carinata,leaf type,,compound
Cycas conferta,leaf type,,compound
Cycas couttsiana,leaf type,,compound
Cycas desolata,leaf type,,compound
Cycas furfuracea,leaf type,,compound
Cycas lane-poolei,leaf type,,compound
Cycas maconochiei,leaf type,,compound
Cycas maconochiei subsp. lanata,leaf type,,compound
Cycas maconochiei subsp. maconochiei,leaf type,,compound
Cycas maconochiei subsp. viridis,leaf type,,compound
Cycas media,leaf type,,compound
Cycas media subsp. banksii,leaf type,,compound
Cycas media subsp. ensata,leaf type,,compound
Cycas media subsp. media,leaf type,,compound
Cycas megacarpa,leaf type,,compound
Cycas ophiolitica,leaf type,,compound
Cycas orientis,leaf type,,compound
Cycas platyphylla,leaf type,,compound
Cycas pruinosa,leaf type,,compound
Cycas semota,leaf type,,compound
Cycas silvestris,leaf type,,compound
Cycas tuckeri,leaf type,,compound
Cycas xipholepis,leaf type,,compound
Cycas yorkiana,leaf type,,compound
Cynometra iripa,leaf type,,compound
Dampiera adpressa,leaf type,,simple
Dampiera alata,leaf type,,simple
Dampiera altissima,leaf type,,simple
Dampiera angulata,leaf type,,simple
Dampiera atriplicina,leaf type,,simple
Dampiera candicans,leaf type,,simple
Dampiera carinata,leaf type,,simple
Dampiera cinerea,leaf type,,simple
Dampiera conospermoides,leaf type,,simple
Dampiera coronata,leaf type,,simple
Dampiera decurrens,leaf type,,simple
Dampiera deltoidea,leaf type,,simple
Dampiera dentata,leaf type,,simple
Dampiera discolor,leaf type,,simple
Dampiera diversifolia,leaf type,,simple
Dampiera dysantha,leaf type,,simple
Dampiera eriantha,leaf type,,simple
Dampiera eriocephala,leaf type,,simple
Dampiera fasciculata,leaf type,,simple
Dampiera ferruginea,leaf type,,simple
Dampiera fitzgeraldensis,leaf type,,simple
Dampiera fusca,leaf type,,simple
Dampiera galbraithiana,leaf type,,simple
Dampiera glabrescens,leaf type,,simple
Dampiera haematotricha,leaf type,,simple
Dampiera haematotricha subsp. dura,leaf type,,simple
Dampiera haematotricha subsp. haematotricha,leaf type,,simple
Dampiera hederacea,leaf type,,simple
Dampiera heteroptera,leaf type,,simple
Dampiera incana,leaf type,,simple
Dampiera incana var. fuscescens,leaf type,,simple
Dampiera incana var. incana,leaf type,,simple
Dampiera juncea,leaf type,,simple
Dampiera krauseana,leaf type,,simple
Dampiera lanceolata,leaf type,,simple
Dampiera lanceolata var. insularis,leaf type,,simple
Dampiera lanceolata var. intermedia,leaf type,,simple
Dampiera lanceolata var. lanceolata,leaf type,,simple
Dampiera latealata,leaf type,,simple
Dampiera lavandulacea,leaf type,,simple
Dampiera leptoclada,leaf type,,simple
Dampiera lindleyi,leaf type,,simple
Dampiera linearis,leaf type,,simple
Dampiera loranthifolia,leaf type,,simple
Dampiera luteiflora,leaf type,,simple
Dampiera marifolia,leaf type,,simple
Dampiera obliqua,leaf type,,simple
Dampiera oligophylla,leaf type,,simple
Dampiera orchardii,leaf type,,simple
Dampiera parvifolia,leaf type,,compound
Dampiera pedunculata,leaf type,,simple
Dampiera plumosa,leaf type,,simple
Dampiera purpurea,leaf type,,simple
Dampiera ramosa,leaf type,,simple
Dampiera rosmarinifolia,leaf type,,simple
Dampiera roycei,leaf type,,simple
Dampiera sacculata,leaf type,,simple
Dampiera salahae,leaf type,,simple
Dampiera scaevolina,leaf type,,simple
Dampiera scottiana,leaf type,,simple
Dampiera sericantha,leaf type,,simple
Dampiera spicigera,leaf type,,simple
Dampiera stenophylla,leaf type,,simple
Dampiera stenostachya,leaf type,,simple
Dampiera stricta,leaf type,,simple
Dampiera sylvestris,leaf type,,simple
Dampiera tenuicaulis,leaf type,,simple
Dampiera tenuicaulis var. curvula,leaf type,,simple
Dampiera tenuicaulis var. tenuicaulis,leaf type,,simple
Dampiera tephrea,leaf type,,simple
Dampiera teres,leaf type,,simple
Dampiera tomentosa,leaf type,,simple
Dampiera trigona,leaf type,,simple
Dampiera triloba,leaf type,,simple
Dampiera wellsiana,leaf type,,simple
Dansiea elliptica,leaf type,,simple
Dansiea grandiflora,leaf type,,simple
Daphnandra apatela,leaf type,,simple
Daphnandra johnsonii,leaf type,,simple
Daphnandra melasmena,leaf type,,simple
Daphnandra micrantha,leaf type,,simple
Daphnandra repandula,leaf type,,simple
Daphnandra tenuipes,leaf type,,simple
Darlingia darlingiana,leaf type,,simple
Darlingia ferruginea,leaf type,,simple
Dasypogon bromeliifolius,leaf type,,simple
Dasypogon hookeri,leaf type,,simple
Dasypogon obliquifolius,leaf type,,simple
Decaisnina petiolata subsp. petiolata,leaf type,,simple
Decaisnina signata subsp. cardiophylla,leaf type,,simple
Decaisnina signata subsp. signata,leaf type,,simple
Dendrocnide corallodesme,leaf type,,simple
Dendrocnide cordata,leaf type,,simple
Dendrocnide excelsa,leaf type,,simple
Dendrocnide moroides,leaf type,,simple
Dendrocnide photinophylla,leaf type,,simple
Dendrophthoe acacioides,leaf type,,simple
Dendrophthoe acacioides subsp. acacioides,leaf type,,simple
Dendrophthoe acacioides subsp. longifolia,leaf type,,simple
Dendrophthoe falcata,leaf type,,simple
Dendrophthoe glabrescens,leaf type,,simple
Dendrophthoe odontocalyx,leaf type,,simple
Dendrophthoe vitellina,leaf type,,simple
Dendrotrophe varians,leaf type,,simple
Denhamia celastroides,leaf type,,simple
Denhamia moorei,leaf type,,simple
Denhamia obscura,leaf type,,simple
Denhamia oleaster,leaf type,,simple
Denhamia parvifolia,leaf type,,simple
Denhamia pittosporoides,leaf type,,simple
Denhamia pittosporoides subsp. angustifolia,leaf type,,simple
Denhamia pittosporoides subsp. pittosporoides,leaf type,,simple
Denhamia viridissima,leaf type,,simple
Desmos goezeanus,leaf type,,simple
Desmos polycarpus,leaf type,,simple
Desmos wardianus,leaf type,,simple
Dianella atraxis,leaf type,,simple
Dianella bambusifolia,leaf type,,simple
Dianella brevipedunculata,leaf type,,simple
Dianella caerulea,leaf type,,simple
Dianella caerulea var. aquilonia,leaf type,,simple
Dianella caerulea var. assera,leaf type,,simple
Dianella caerulea var. caerulea,leaf type,,simple
Dianella caerulea var. cinerascens,leaf type,,simple
Dianella caerulea var. petasmatodes,leaf type,,simple
Dianella caerulea var. producta,leaf type,,simple
Dianella caerulea var. protensa,leaf type,,simple
Dianella caerulea var. vannata,leaf type,,simple
Dianella congesta,leaf type,,simple
Dianella crinoides,leaf type,,simple
Dianella incollata,leaf type,,simple
Dianella longifolia,leaf type,,simple
Dianella longifolia var. fragrans,leaf type,,simple
Dianella longifolia var. grandis,leaf type,,simple
Dianella longifolia var. longifolia,leaf type,,simple
Dianella longifolia var. porracea,leaf type,,simple
Dianella longifolia var. stenophylla,leaf type,,simple
Dianella longifolia var. stupata,leaf type,,simple
Dianella longifolia var. surculosa,leaf type,,simple
Dianella odorata,leaf type,,simple
Dianella pavopennacea,leaf type,,simple
Dianella pavopennacea var. major,leaf type,,simple
Dianella pavopennacea var. pavopennacea,leaf type,,simple
Dianella pavopennacea var. robusta,leaf type,,simple
Dianella prunina,leaf type,,simple
Dianella revoluta,leaf type,,simple
Dianella revoluta var. brevicaulis,leaf type,,simple
Dianella revoluta var. divaricata,leaf type,,simple
Dianella revoluta var. minor,leaf type,,simple
Dianella revoluta var. revoluta,leaf type,,simple
Dianella revoluta var. tenuis,leaf type,,simple
Dianella revoluta var. vinosa,leaf type,,simple
Dianella tasmanica,leaf type,,simple
Diaspasis filifolia,leaf type,,simple
Dichapetalum papuanum,leaf type,,simple
Dichopogon capillipes,leaf type,,simple
Dichopogon fimbriatus,leaf type,,simple
Dichopogon preissii,leaf type,,simple
Dichopogon strictus,leaf type,,simple
Dichopogon tyleri,leaf type,,simple
Dichrostachys cinerea subsp. malesiana,leaf type,,compound
Dichrostachys spicata,leaf type,,compound
Dictyoneura microcarpa,leaf type,,compound
Dimocarpus australianus,leaf type,,compound
Dimocarpus leichhardtii,leaf type,,compound
Dioscorea bulbifera,leaf type,,simple
Dioscorea hastifolia,leaf type,,simple
Dioscorea pentaphylla var. papuana,leaf type,,compound
Dioscorea transversa,leaf type,,simple
Diplarrena latifolia,leaf type,,simple
Diplarrena moraea,leaf type,,simple
Diploglottis bracteata,leaf type,,compound
Diploglottis campbellii,leaf type,,compound
Diploglottis cunninghamii,leaf type,,compound
Diploglottis diphyllostegia,leaf type,,compound
Diploglottis macrantha,leaf type,,compound
Diploglottis smithii,leaf type,,compound
Diplopeltis huegelii,leaf type,,simple
Diplopeltis intermedia,leaf type,,simple
Diplopeltis petiolaris,leaf type,,simple
Diplopeltis stuartii,leaf type,,simple
Diselma archeri,leaf type,,simple
Distichostemon arnhemicus,leaf type,,simple
Distichostemon barklyanus,leaf type,,simple
Distichostemon dodecandrus,leaf type,,simple
Distichostemon filamentosus,leaf type,,simple
Distichostemon hispidulus,leaf type,,simple
Distichostemon hispidulus var. aridus,leaf type,,simple
Distichostemon hispidulus var. hispidulus,leaf type,,simple
Distichostemon hispidulus var. phyllopterus,leaf type,,simple
Distichostemon malvaceus,leaf type,,simple
Dodonaea adenophora,leaf type,,compound
Dodonaea amblyophylla,leaf type,,simple
Dodonaea aptera,leaf type,,simple
Dodonaea baueri,leaf type,,simple
Dodonaea boroniifolia,leaf type,,compound
Dodonaea bursariifolia,leaf type,,simple
Dodonaea caespitosa,leaf type,,simple
Dodonaea camfieldii,leaf type,,simple
Dodonaea ceratocarpa,leaf type,,simple
Dodonaea concinna,leaf type,,compound
Dodonaea coriacea,leaf type,,simple
Dodonaea divaricata,leaf type,,simple
Dodonaea ericoides,leaf type,,simple
Dodonaea falcata,leaf type,,simple
Dodonaea filifolia,leaf type,,simple
Dodonaea filiformis,leaf type,,simple
Dodonaea glandulosa,leaf type,,simple
Dodonaea hackettiana,leaf type,,simple
Dodonaea heteromorpha,leaf type,,simple
Dodonaea hexandra,leaf type,,simple
Dodonaea hirsuta,leaf type,,simple
Dodonaea humifusa,leaf type,,simple
Dodonaea humilis,leaf type,,simple
Dodonaea inaequifolia,leaf type,,compound
Dodonaea intricata,leaf type,,simple
Dodonaea lanceolata,leaf type,,simple
Dodonaea larreoides,leaf type,,compound
Dodonaea lobulata,leaf type,,simple
Dodonaea macrossanii,leaf type,,simple
Dodonaea megazyga,leaf type,,compound
Dodonaea microzyga,leaf type,,compound
Dodonaea microzyga var. acrolobata,leaf type,,simple
Dodonaea microzyga var. microzyga,leaf type,,simple
Dodonaea multijuga,leaf type,,compound
Dodonaea oxyptera,leaf type,,compound
Dodonaea pachyneura,leaf type,,simple
Dodonaea peduncularis,leaf type,,simple
Dodonaea petiolaris,leaf type,,simple
Dodonaea physocarpa,leaf type,,compound
Dodonaea pinifolia,leaf type,,simple
Dodonaea pinnata,leaf type,,compound
Dodonaea platyptera,leaf type,,simple
Dodonaea polyandra,leaf type,,simple
Dodonaea polyzyga,leaf type,,compound
Dodonaea procumbens,leaf type,,simple
Dodonaea ptarmicaefolia,leaf type,,simple
Dodonaea rhombifolia,leaf type,,simple
Dodonaea rigida,leaf type,,simple
Dodonaea rupicola,leaf type,,compound
Dodonaea serratifolia,leaf type,,simple
Dodonaea sinuolata,leaf type,,simple
Dodonaea sinuolata subsp. acrodentata,leaf type,,simple
Dodonaea stenophylla,leaf type,,simple
Dodonaea stenozyga,leaf type,,compound
Dodonaea subglandulifera,leaf type,,simple
Dodonaea tenuifolia,leaf type,,compound
Dodonaea tepperi,leaf type,,simple
Dodonaea triangularis,leaf type,,simple
Dodonaea trifida,leaf type,,simple
Dodonaea triquetra,leaf type,,simple
Dodonaea truncatiales,leaf type,,simple
Dodonaea uncinata,leaf type,,compound
Dodonaea vestita,leaf type,,compound
Dodonaea viscosa,leaf type,,simple
Dodonaea viscosa subsp. angustifolia,leaf type,,simple
Dodonaea viscosa subsp. angustissima,leaf type,,simple
Dodonaea viscosa subsp. burmanniana,leaf type,,simple
Dodonaea viscosa subsp. cuneata,leaf type,,simple
Dodonaea viscosa subsp. mucronata,leaf type,,simple
Dodonaea viscosa subsp. viscosa,leaf type,,simple
Doryanthes excelsa,leaf type,,simple
Doryanthes palmeri,leaf type,,simple
Doryphora aromatica,leaf type,,simple
Doryphora sassafras,leaf type,,simple
Dryadodaphne trachyphloia,leaf type,,simple
Dryandra acanthopoda,leaf type,,simple
Dryandra anatona,leaf type,,simple
Dryandra arborea,leaf type,,simple
Dryandra arctotidis,leaf type,,simple
Dryandra armata,leaf type,,simple
Dryandra armata var. armata,leaf type,,simple
Dryandra armata var. ignicida,leaf type,,simple
Dryandra aurantia,leaf type,,simple
Dryandra baxteri,leaf type,,simple
Dryandra bipinnatifida,leaf type,,simple
Dryandra bipinnatifida subsp. bipinnatifida,leaf type,,simple
Dryandra bipinnatifida subsp. multifida,leaf type,,simple
Dryandra blechnifolia,leaf type,,simple
Dryandra borealis,leaf type,,simple
Dryandra borealis subsp. borealis,leaf type,,simple
Dryandra borealis subsp. elatior,leaf type,,simple
Dryandra brownii,leaf type,,simple
Dryandra calophylla,leaf type,,simple
Dryandra carlinoides,leaf type,,simple
Dryandra catoglypta,leaf type,,simple
Dryandra cirsioides,leaf type,,simple
Dryandra columnaris,leaf type,,simple
Dryandra comosa,leaf type,,simple
Dryandra concinna,leaf type,,simple
Dryandra conferta,leaf type,,simple
Dryandra conferta var. conferta,leaf type,,simple
