species_name,trait,units,value
Citronella moorei,leaf length maximum,cm,13
Citronella smythii,leaf length maximum,cm,17
Clematis aristata,leaf length maximum,cm,9
Clematis decipiens,leaf length maximum,mm,45
Clematis delicata,leaf length maximum,mm,60
Clematis fawcettii,leaf length maximum,cm,4
Clematis gentianoides,leaf length maximum,cm,10
Clematis glycinoides,leaf length maximum,cm,8
Clematis leptophylla,leaf length maximum,mm,15
Clematis linearifolia,leaf length maximum,mm,75
Clematis microphylla,leaf length maximum,cm,6
Clematis pickeringii,leaf length maximum,cm,9
Clematis pubescens,leaf length maximum,cm,8
Combretum trifoliatum,leaf length maximum,cm,15
Conospermum amoenum,leaf length maximum,mm,17
Conospermum boreale,leaf length maximum,cm,9.6
Conospermum brachyphyllum,leaf length maximum,cm,5.5
Conospermum bracteosum,leaf length maximum,mm,25
Conospermum brownii,leaf length maximum,cm,7
Conospermum burgessiorum,leaf length maximum,cm,19
Conospermum caeruleum,leaf length maximum,cm,1.8
Conospermum caeruleum subsp. caeruleum,leaf length maximum,cm,9
Conospermum caeruleum subsp. contortum,leaf length maximum,cm,7
Conospermum caeruleum subsp. debile,leaf length maximum,cm,5
Conospermum caeruleum subsp. marginatum,leaf length maximum,cm,7
Conospermum caeruleum subsp. oblanceolatum,leaf length maximum,cm,3
Conospermum caeruleum subsp. spathulatum,leaf length maximum,cm,7
Conospermum canaliculatum,leaf length maximum,cm,20
Conospermum canaliculatum subsp. apiculatum,leaf length maximum,cm,7.5
Conospermum canaliculatum subsp. canaliculatum,leaf length maximum,cm,20
Conospermum capitatum,leaf length maximum,cm,36
Conospermum cinereum,leaf length maximum,cm,6.3
Conospermum coerulescens,leaf length maximum,mm,25
Conospermum crassinervium,leaf length maximum,cm,30
Conospermum croniniae,leaf length maximum,mm,10
Conospermum densiflorum,leaf length maximum,cm,6.5
Conospermum distichum,leaf length maximum,mm,85
Conospermum ellipticum,leaf length maximum,mm,2
Conospermum elongatum,leaf length maximum,cm,9.21
Conospermum ephedroides,leaf length maximum,cm,18
Conospermum ericifolium,leaf length maximum,mm,15
Conospermum filifolium,leaf length maximum,cm,8.5
Conospermum flexuosum,leaf length maximum,cm,2.4
Conospermum floribundum,leaf length maximum,mm,22
Conospermum galeatum,leaf length maximum,cm,5
Conospermum glumaceum,leaf length maximum,mm,75
Conospermum hookeri,leaf length maximum,mm,32
Conospermum huegelii,leaf length maximum,cm,20
Conospermum incurvum,leaf length maximum,mm,30
Conospermum leianthum,leaf length maximum,cm,17
Conospermum leianthum subsp. leianthum,leaf length maximum,cm,17
Conospermum leianthum subsp. orientale,leaf length maximum,cm,7
Conospermum longifolium,leaf length maximum,cm,19
Conospermum microflorum,leaf length maximum,cm,17
Conospermum mitchellii,leaf length maximum,cm,20
Conospermum multispicatum,leaf length maximum,mm,40
Conospermum nervosum,leaf length maximum,cm,5.5
Conospermum paniculatum,leaf length maximum,cm,21
Conospermum patens,leaf length maximum,mm,46
Conospermum petiolare,leaf length maximum,cm,32
Conospermum polycephalum,leaf length maximum,cm,20
Conospermum quadripetalum,leaf length maximum,cm,35
Conospermum scaposum,leaf length maximum,cm,10
Conospermum sigmoideum,leaf length maximum,cm,3.5
Conospermum spectabile,leaf length maximum,mm,22
Conospermum sphacelatum,leaf length maximum,cm,10
Conospermum stoechadis,leaf length maximum,cm,17
Conospermum taxifolium,leaf length maximum,mm,25
Conospermum tenuifolium,leaf length maximum,cm,20
Conospermum teretifolium,leaf length maximum,cm,4.3
Conospermum toddii,leaf length maximum,cm,25
Conospermum triplinervium,leaf length maximum,cm,14
Conospermum undulatum,leaf length maximum,cm,12
Conospermum unilaterale,leaf length maximum,cm,4.8
Conospermum wycherleyi,leaf length maximum,cm,13
Conostylis aculeata,leaf length maximum,cm,60
Conostylis aculeata subsp. aculeata,leaf length maximum,cm,50
Conostylis aculeata subsp. breviflora,leaf length maximum,cm,18
Conostylis aculeata subsp. bromelioides,leaf length maximum,cm,35
Conostylis aculeata subsp. cygnorum,leaf length maximum,cm,45
Conostylis aculeata subsp. echinissima,leaf length maximum,cm,25
Conostylis aculeata subsp. gracilis,leaf length maximum,cm,25
Conostylis aculeata subsp. preissii,leaf length maximum,cm,25
Conostylis aculeata subsp. rhipidion,leaf length maximum,cm,17
Conostylis aculeata subsp. septentrionora,leaf length maximum,cm,30
Conostylis aculeata subsp. spinuligera,leaf length maximum,cm,35
Conostylis albescens,leaf length maximum,cm,17
Conostylis androstemma,leaf length maximum,cm,30
Conostylis angustifolia,leaf length maximum,cm,40
Conostylis argentea,leaf length maximum,cm,25
Conostylis aurea,leaf length maximum,cm,40
Conostylis bealiana,leaf length maximum,cm,15
Conostylis breviscapa,leaf length maximum,cm,33
Conostylis candicans subsp. calcicola,leaf length maximum,cm,15
Conostylis candicans subsp. candicans,leaf length maximum,cm,40
Conostylis candicans subsp. flavifolia,leaf length maximum,cm,20
Conostylis candicans subsp. procumbens,leaf length maximum,cm,20
Conostylis canteriata,leaf length maximum,cm,20
Conostylis caricina,leaf length maximum,cm,30
Conostylis caricina subsp. caricina,leaf length maximum,cm,30
Conostylis caricina subsp. elachys,leaf length maximum,cm,10
Conostylis crassinerva,leaf length maximum,cm,18
Conostylis deplexa,leaf length maximum,cm,22
Conostylis dielsii,leaf length maximum,cm,33
Conostylis dielsii subsp. dielsii,leaf length maximum,cm,15.5
Conostylis dielsii subsp. teres,leaf length maximum,cm,33
Conostylis drummondii,leaf length maximum,cm,30
Conostylis festucacea,leaf length maximum,cm,40
Conostylis festucacea subsp. festucacea,leaf length maximum,cm,40
Conostylis festucacea subsp. filifolia,leaf length maximum,cm,40
Conostylis hiemalis,leaf length maximum,cm,18
Conostylis juncea,leaf length maximum,cm,40
Conostylis latens,leaf length maximum,cm,27
Conostylis lepidospermoides,leaf length maximum,cm,36
Conostylis micrantha,leaf length maximum,cm,24
Conostylis misera,leaf length maximum,cm,18
Conostylis neocymosa,leaf length maximum,cm,25
Conostylis pauciflora,leaf length maximum,cm,15
Conostylis pauciflora subsp. euryrhipis,leaf length maximum,cm,18
Conostylis pauciflora subsp. pauciflora,leaf length maximum,cm,35
Conostylis petrophiloides,leaf length maximum,cm,30
Conostylis phathyrantha,leaf length maximum,cm,30
Conostylis prolifera,leaf length maximum,cm,6
Conostylis pusilla,leaf length maximum,cm,6
Conostylis robusta,leaf length maximum,cm,40
Conostylis rogeri,leaf length maximum,cm,5
Conostylis seminuda,leaf length maximum,cm,30
Conostylis seorsiflora,leaf length maximum,cm,16
Conostylis seorsiflora subsp. longissima,leaf length maximum,cm,16
Conostylis seorsiflora subsp. seorsiflora,leaf length maximum,cm,9
Conostylis seorsiflora subsp. trichophylla,leaf length maximum,cm,8
Conostylis serrulata,leaf length maximum,cm,40
Conostylis setigera,leaf length maximum,cm,36
Conostylis setigera subsp. dasys,leaf length maximum,cm,30
Conostylis setigera subsp. setigera,leaf length maximum,cm,36
Conostylis setosa,leaf length maximum,cm,30
Conostylis stylidioides,leaf length maximum,cm,2.5
Conostylis teretifolia,leaf length maximum,cm,17
Conostylis teretifolia subsp. planescens,leaf length maximum,cm,14
Conostylis teretifolia subsp. teretifolia,leaf length maximum,cm,13
Conostylis teretiuscula,leaf length maximum,cm,40
Conostylis tomentosa,leaf length maximum,cm,20
Conostylis vaginata,leaf length maximum,cm,15
Conostylis villosa,leaf length maximum,cm,20
Conostylis wonganensis,leaf length maximum,cm,17
Coopernookia barbata,leaf length maximum,cm,3
Coopernookia chisholmii,leaf length maximum,cm,9
Coopernookia georgei,leaf length maximum,cm,5
Coopernookia polygalacea,leaf length maximum,cm,30
Coopernookia scabridiuscula,leaf length maximum,cm,8
Coopernookia strophiolata,leaf length maximum,cm,35
Cordyline cannifolia,leaf length maximum,cm,50
Cordyline congesta,leaf length maximum,cm,40
Cordyline fruticosa,leaf length maximum,cm,80
Cordyline manners-suttoniae,leaf length maximum,cm,65
Cordyline murchisoniae,leaf length maximum,cm,18
Cordyline petiolaris,leaf length maximum,cm,85
Cordyline rubra,leaf length maximum,cm,50
Cordyline stricta,leaf length maximum,cm,50
Corynocarpus cribbianus,leaf length maximum,cm,15
Corynocarpus rupestris,leaf length maximum,cm,14
Corynotheca asperata,leaf length maximum,cm,3
Corynotheca lateriflora,leaf length maximum,cm,12
Corynotheca licrota,leaf length maximum,cm,60
Corynotheca micrantha,leaf length maximum,cm,25
Cossinia australiana,leaf length maximum,cm,7.5
Crinum angustifolium,leaf length maximum,cm,100
Crinum flaccidum,leaf length maximum,cm,80
Crinum pedunculatum,leaf length maximum,cm,160
Crinum uniflorum,leaf length maximum,cm,40
Crinum venosum,leaf length maximum,cm,40
Crudia papuana,leaf length maximum,cm,18
Cryptocarya angulata,leaf length maximum,cm,14.2
Cryptocarya bamagana,leaf length maximum,cm,14
Cryptocarya bellendenkerana,leaf length maximum,cm,5.4
Cryptocarya bidwillii,leaf length maximum,cm,13
Cryptocarya brassii,leaf length maximum,cm,14
Cryptocarya burckiana,leaf length maximum,cm,16.5
Cryptocarya clarksoniana,leaf length maximum,cm,15
Cryptocarya claudiana,leaf length maximum,cm,16
Cryptocarya cocosoides,leaf length maximum,cm,15
Cryptocarya corrugata,leaf length maximum,cm,11
Cryptocarya cunninghamii,leaf length maximum,cm,13.5
Cryptocarya densiflora,leaf length maximum,cm,15
Cryptocarya dorrigoensis,leaf length maximum,cm,5.9
Cryptocarya endiandrifolia,leaf length maximum,cm,16
Cryptocarya erythroxylon,leaf length maximum,cm,14.5
Cryptocarya exfoliata,leaf length maximum,cm,13
Cryptocarya floydii,leaf length maximum,cm,10
Cryptocarya foetida,leaf length maximum,cm,15
Cryptocarya foveolata,leaf length maximum,cm,7
Cryptocarya glaucescens,leaf length maximum,cm,10
Cryptocarya glaucocarpa,leaf length maximum,cm,16
Cryptocarya grandis,leaf length maximum,cm,15.5
Cryptocarya hypospodia,leaf length maximum,cm,24.5
Cryptocarya laevigata,leaf length maximum,cm,15.5
Cryptocarya leucophylla,leaf length maximum,cm,13.3
Cryptocarya lividula,leaf length maximum,cm,9.3
Cryptocarya macdonaldii,leaf length maximum,cm,13
Cryptocarya mackinnoniana,leaf length maximum,cm,35
Cryptocarya meisneriana,leaf length maximum,cm,8.5
Cryptocarya melanocarpa,leaf length maximum,cm,13.5
Cryptocarya microneura,leaf length maximum,cm,11.5
Cryptocarya murrayi,leaf length maximum,cm,30
Cryptocarya nova-anglica,leaf length maximum,cm,7.4
Cryptocarya oblata,leaf length maximum,cm,14
Cryptocarya obovata,leaf length maximum,cm,10.5
Cryptocarya onoprienkoana,leaf length maximum,cm,15.5
Cryptocarya pleurosperma,leaf length maximum,cm,16
Cryptocarya putida,leaf length maximum,cm,21
Cryptocarya rhodosperma,leaf length maximum,cm,14.5
Cryptocarya rigida,leaf length maximum,cm,13.5
Cryptocarya saccharata,leaf length maximum,cm,12
Cryptocarya sclerophylla,leaf length maximum,cm,12
Cryptocarya smaragdina,leaf length maximum,cm,8.5
Cryptocarya triplinervis,leaf length maximum,cm,13.5
Cryptocarya triplinervis var. pubens,leaf length maximum,cm,12.9
Cryptocarya triplinervis var. riparia,leaf length maximum,cm,13.5
Cryptocarya triplinervis var. triplinervis,leaf length maximum,cm,13.5
Cryptocarya vulgaris,leaf length maximum,cm,14
Cryptocarya whiffiniana,leaf length maximum,cm,11
Cryptocarya williwilliana,leaf length maximum,cm,3.5
Cupaniopsis anacardioides,leaf length maximum,cm,19
Cupaniopsis dallachyi,leaf length maximum,cm,13
Cupaniopsis flagelliformis,leaf length maximum,cm,9
Cupaniopsis fleckeri,leaf length maximum,cm,6
Cupaniopsis foveolata,leaf length maximum,cm,9
Cupaniopsis newmanii,leaf length maximum,cm,18
Cupaniopsis parvifolia,leaf length maximum,cm,7
Cupaniopsis serrata,leaf length maximum,cm,12.5
Cupaniopsis shirleyana,leaf length maximum,cm,5.5
Cupaniopsis tomentella,leaf length maximum,cm,9
Cupaniopsis wadsworthii,leaf length maximum,cm,3.5
Curculigo ensifolia var. ensifolia,leaf length maximum,cm,70
Cyanella hyacinthoides,leaf length maximum,cm,30
Cyathostemma glabrum,leaf length maximum,cm,17
Cyathostemma micranthum,leaf length maximum,cm,8
Cycas angulata,leaf length maximum,cm,23
Cycas arenicola,leaf length maximum,cm,19
Cycas armstrongii,leaf length maximum,cm,14
Cycas arnhemica,leaf length maximum,cm,19
Cycas arnhemica subsp. arnhemica,leaf length maximum,cm,17
Cycas arnhemica subsp. muninga,leaf length maximum,cm,19
Cycas arnhemica subsp. natja,leaf length maximum,cm,12
Cycas badensis,leaf length maximum,cm,22
Cycas basaltica,leaf length maximum,cm,18
Cycas brunnea,leaf length maximum,cm,27
Cycas cairnsiana,leaf length maximum,cm,18
Cycas calcicola,leaf length maximum,cm,12
Cycas canalis,leaf length maximum,cm,20.5
Cycas canalis subsp. canalis,leaf length maximum,cm,19
Cycas canalis subsp. carinata,leaf length maximum,cm,20.5
Cycas conferta,leaf length maximum,cm,12
Cycas couttsiana,leaf length maximum,cm,21
Cycas desolata,leaf length maximum,cm,21
Cycas furfuracea,leaf length maximum,cm,20
Cycas lane-poolei,leaf length maximum,cm,17
Cycas maconochiei,leaf length maximum,cm,7
Cycas maconochiei subsp. lanata,leaf length maximum,cm,15
Cycas maconochiei subsp. maconochiei,leaf length maximum,cm,15
Cycas maconochiei subsp. viridis,leaf length maximum,cm,17
Cycas media,leaf length maximum,cm,24
Cycas media subsp. banksii,leaf length maximum,cm,24
Cycas media subsp. ensata,leaf length maximum,cm,24
Cycas media subsp. media,leaf length maximum,cm,21
Cycas megacarpa,leaf length maximum,cm,20
Cycas ophiolitica,leaf length maximum,cm,24
Cycas orientis,leaf length maximum,cm,16
Cycas platyphylla,leaf length maximum,cm,17
Cycas pruinosa,leaf length maximum,cm,17
Cycas semota,leaf length maximum,cm,19.5
Cycas silvestris,leaf length maximum,cm,37
Cycas tuckeri,leaf length maximum,cm,25
Cycas xipholepis,leaf length maximum,cm,15
Cycas yorkiana,leaf length maximum,cm,19
Cynometra iripa,leaf length maximum,cm,10
Dampiera adpressa,leaf length maximum,mm,55
Dampiera alata,leaf length maximum,mm,49
Dampiera altissima,leaf length maximum,mm,65
Dampiera angulata,leaf length maximum,mm,30
Dampiera atriplicina,leaf length maximum,mm,65
Dampiera candicans,leaf length maximum,mm,35
Dampiera carinata,leaf length maximum,mm,45
Dampiera cinerea,leaf length maximum,mm,60
Dampiera conospermoides,leaf length maximum,mm,75
Dampiera coronata,leaf length maximum,mm,70
Dampiera decurrens,leaf length maximum,mm,41
Dampiera deltoidea,leaf length maximum,mm,16
Dampiera dentata,leaf length maximum,cm,16
Dampiera discolor,leaf length maximum,mm,64
Dampiera diversifolia,leaf length maximum,mm,48
Dampiera dysantha,leaf length maximum,mm,16
Dampiera eriantha,leaf length maximum,mm,37
Dampiera eriocephala,leaf length maximum,cm,7
Dampiera fasciculata,leaf length maximum,mm,39
Dampiera ferruginea,leaf length maximum,mm,46
Dampiera fitzgeraldensis,leaf length maximum,mm,16
Dampiera fusca,leaf length maximum,mm,22
Dampiera galbraithiana,leaf length maximum,mm,45
Dampiera glabrescens,leaf length maximum,mm,28
Dampiera haematotricha,leaf length maximum,mm,42
Dampiera hederacea,leaf length maximum,mm,40
Dampiera heteroptera,leaf length maximum,mm,55
Dampiera incana,leaf length maximum,mm,63
Dampiera juncea,leaf length maximum,mm,50
Dampiera krauseana,leaf length maximum,mm,28
Dampiera lanceolata,leaf length maximum,mm,47
Dampiera latealata,leaf length maximum,mm,29
Dampiera lavandulacea,leaf length maximum,mm,21
Dampiera leptoclada,leaf length maximum,mm,40
Dampiera lindleyi,leaf length maximum,mm,12
Dampiera linearis,leaf length maximum,mm,39
Dampiera loranthifolia,leaf length maximum,mm,57
Dampiera luteiflora,leaf length maximum,mm,38
Dampiera marifolia,leaf length maximum,mm,18
Dampiera obliqua,leaf length maximum,cm,65
Dampiera oligophylla,leaf length maximum,mm,56
Dampiera orchardii,leaf length maximum,mm,1.5
Dampiera parvifolia,leaf length maximum,mm,40
Dampiera pedunculata,leaf length maximum,mm,35
Dampiera plumosa,leaf length maximum,mm,65
Dampiera purpurea,leaf length maximum,mm,60
Dampiera ramosa,leaf length maximum,cm,9
Dampiera rosmarinifolia,leaf length maximum,mm,26
Dampiera roycei,leaf length maximum,mm,35
Dampiera sacculata,leaf length maximum,mm,37
Dampiera salahae,leaf length maximum,mm,39
Dampiera scaevolina,leaf length maximum,mm,10
Dampiera scottiana,leaf length maximum,mm,30
Dampiera sericantha,leaf length maximum,mm,9
Dampiera spicigera,leaf length maximum,mm,26
Dampiera stenophylla,leaf length maximum,mm,23
Dampiera stenostachya,leaf length maximum,mm,25
Dampiera stricta,leaf length maximum,mm,45
Dampiera sylvestris,leaf length maximum,mm,80
Dampiera tenuicaulis,leaf length maximum,mm,19
Dampiera tephrea,leaf length maximum,mm,47
Dampiera teres,leaf length maximum,mm,25
Dampiera tomentosa,leaf length maximum,mm,60
Dampiera trigona,leaf length maximum,mm,28
Dampiera triloba,leaf length maximum,mm,55
Dampiera wellsiana,leaf length maximum,cm,7
Dansiea elliptica,leaf length maximum,cm,8.5
Dansiea grandiflora,leaf length maximum,cm,6
Daphnandra apatela,leaf length maximum,cm,14
Daphnandra johnsonii,leaf length maximum,cm,8
Daphnandra melasmena,leaf length maximum,cm,8
Daphnandra micrantha,leaf length maximum,cm,16
Daphnandra repandula,leaf length maximum,cm,26
Daphnandra tenuipes,leaf length maximum,cm,12.5
Darlingia darlingiana,leaf length maximum,cm,38
Darlingia ferruginea,leaf length maximum,cm,46
Dasypogon hookeri,leaf length maximum,cm,100
Dasypogon obliquifolius,leaf length maximum,cm,15
Decaisnina signata subsp. cardiophylla,leaf length maximum,cm,9
Decaisnina signata subsp. signata,leaf length maximum,cm,15
Dendrocnide corallodesme,leaf length maximum,cm,20
Dendrocnide cordata,leaf length maximum,cm,25
Dendrocnide excelsa,leaf length maximum,cm,22
Dendrocnide moroides,leaf length maximum,cm,22
Dendrocnide photinophylla,leaf length maximum,cm,12
Dendrophthoe acacioides,leaf length maximum,cm,14
Dendrophthoe acacioides subsp. acacioides,leaf length maximum,cm,8
Dendrophthoe acacioides subsp. longifolia,leaf length maximum,cm,13
Dendrophthoe falcata,leaf length maximum,cm,13
Dendrophthoe glabrescens,leaf length maximum,cm,20
Dendrophthoe odontocalyx,leaf length maximum,cm,10
Dendrophthoe vitellina,leaf length maximum,cm,14
Dendrotrophe varians,leaf length maximum,cm,9
Denhamia celastroides,leaf length maximum,cm,12
Denhamia moorei,leaf length maximum,cm,6
Denhamia obscura,leaf length maximum,cm,12
Denhamia oleaster,leaf length maximum,cm,8
Denhamia parvifolia,leaf length maximum,cm,3
Denhamia pittosporoides,leaf length maximum,cm,11
Denhamia pittosporoides subsp. angustifolia,leaf length maximum,cm,9
Denhamia pittosporoides subsp. pittosporoides,leaf length maximum,cm,11
Denhamia viridissima,leaf length maximum,cm,11
Desmos goezeanus,leaf length maximum,cm,16
Desmos polycarpus,leaf length maximum,cm,17
Desmos wardianus,leaf length maximum,cm,10.5
Dianella atraxis,leaf length maximum,cm,90
Dianella bambusifolia,leaf length maximum,cm,30
Dianella brevipedunculata,leaf length maximum,cm,100
Dianella caerulea,leaf length maximum,cm,75
Dianella congesta,leaf length maximum,cm,45
Dianella crinoides,leaf length maximum,cm,70
Dianella incollata,leaf length maximum,cm,40
Dianella longifolia,leaf length maximum,cm,80
Dianella nervosa,leaf length maximum,cm,110
Dianella odorata,leaf length maximum,cm,40
Dianella pavopennacea,leaf length maximum,cm,50
Dianella pavopennacea var. major,leaf length maximum,cm,55
Dianella pavopennacea var. pavopennacea,leaf length maximum,cm,30
Dianella pavopennacea var. robusta,leaf length maximum,cm,40
Dianella prunina,leaf length maximum,cm,90
Dianella rara,leaf length maximum,cm,35
Dianella revoluta,leaf length maximum,cm,85
Dianella revoluta var. minor,leaf length maximum,mm,3.5
Dianella tasmanica,leaf length maximum,cm,95
Diaspasis filifolia,leaf length maximum,cm,4
Dichapetalum papuanum,leaf length maximum,cm,18
Dichopogon capillipes,leaf length maximum,cm,30
Dichopogon fimbriatus,leaf length maximum,cm,35
Dichopogon preissii,leaf length maximum,cm,35
Dichopogon strictus,leaf length maximum,cm,65
Dichopogon tyleri,leaf length maximum,cm,60
Dichrostachys cinerea subsp. malesiana,leaf length maximum,mm,4
Dichrostachys spicata,leaf length maximum,mm,8
Dictyoneura microcarpa,leaf length maximum,cm,10.5
Dimocarpus australianus,leaf length maximum,cm,12.5
Dimocarpus leichhardtii,leaf length maximum,cm,6.5
Dioscorea bulbifera,leaf length maximum,cm,30
Dioscorea hastifolia,leaf length maximum,mm,90
Dioscorea pentaphylla var. papuana,leaf length maximum,cm,20
Dioscorea transversa,leaf length maximum,cm,13
Diplarrena latifolia,leaf length maximum,cm,100
Diplarrena moraea,leaf length maximum,cm,70
Diploglottis bracteata,leaf length maximum,cm,23
Diploglottis campbellii,leaf length maximum,cm,19
Diploglottis cunninghamii,leaf length maximum,cm,33
Diploglottis diphyllostegia,leaf length maximum,cm,19
Diploglottis macrantha,leaf length maximum,cm,22
Diploglottis smithii,leaf length maximum,cm,20
Diplopeltis huegelii,leaf length maximum,cm,4.5
Diplopeltis huegelii var. huegelii,leaf length maximum,cm,4.5
Diplopeltis huegelii var. subintegra,leaf length maximum,cm,2.5
Diplopeltis intermedia,leaf length maximum,cm,3.5
Diplopeltis petiolaris,leaf length maximum,cm,4
Diplopeltis stuartii,leaf length maximum,cm,4
Diselma archeri,leaf length maximum,mm,2.5
Distichostemon arnhemicus,leaf length maximum,cm,14.5
Distichostemon barklyanus,leaf length maximum,cm,6
Distichostemon dodecandrus,leaf length maximum,cm,4.2
Distichostemon filamentosus,leaf length maximum,cm,10
Distichostemon hispidulus,leaf length maximum,cm,9
Distichostemon hispidulus var. aridus,leaf length maximum,cm,4
Distichostemon hispidulus var. hispidulus,leaf length maximum,cm,7
Distichostemon hispidulus var. phyllopterus,leaf length maximum,cm,9
Distichostemon malvaceus,leaf length maximum,cm,9
Dodonaea amblyophylla,leaf length maximum,cm,4.5
Dodonaea aptera,leaf length maximum,cm,6
Dodonaea baueri,leaf length maximum,cm,1.8
Dodonaea bursariifolia,leaf length maximum,cm,3.5
Dodonaea caespitosa,leaf length maximum,cm,1
Dodonaea camfieldii,leaf length maximum,cm,3.5
Dodonaea ceratocarpa,leaf length maximum,cm,3
Dodonaea concinna,leaf length maximum,mm,9
Dodonaea coriacea,leaf length maximum,cm,3
Dodonaea divaricata,leaf length maximum,cm,0.8
Dodonaea ericoides,leaf length maximum,cm,1.5
Dodonaea falcata,leaf length maximum,cm,5
Dodonaea filifolia,leaf length maximum,cm,10.5
Dodonaea filiformis,leaf length maximum,cm,2.2
Dodonaea glandulosa,leaf length maximum,mm,1.8
Dodonaea hackettiana,leaf length maximum,cm,5.5
Dodonaea heteromorpha,leaf length maximum,cm,8.3
Dodonaea hexandra,leaf length maximum,cm,1.4
Dodonaea hirsuta,leaf length maximum,cm,0.6
Dodonaea humifusa,leaf length maximum,cm,2.5
Dodonaea intricata,leaf length maximum,cm,1.7
Dodonaea lanceolata,leaf length maximum,cm,10.5
Dodonaea microzyga var. acrolobata,leaf length maximum,mm,8
Dodonaea microzyga var. microzyga,leaf length maximum,mm,3.5
Dodonaea oxyptera,leaf length maximum,mm,11
Dodonaea pachyneura,leaf length maximum,cm,6
Dodonaea peduncularis,leaf length maximum,cm,1.8
Dodonaea petiolaris,leaf length maximum,cm,4.5
Dodonaea physocarpa,leaf length maximum,mm,12
Dodonaea pinifolia,leaf length maximum,cm,3.5
Dodonaea platyptera,leaf length maximum,cm,8.8
Dodonaea polyandra,leaf length maximum,cm,10.5
Dodonaea procumbens,leaf length maximum,cm,3
Dodonaea ptarmicaefolia,leaf length maximum,cm,3
Dodonaea rhombifolia,leaf length maximum,cm,8.2
Dodonaea rigida,leaf length maximum,cm,10.2
Dodonaea serratifolia,leaf length maximum,cm,7.2
Dodonaea sinuolata subsp. acrodentata,leaf length maximum,cm,3.6
Dodonaea stenophylla,leaf length maximum,cm,10.5
Dodonaea stenozyga,leaf length maximum,mm,13.5
Dodonaea tepperi,leaf length maximum,cm,1.4
Dodonaea triangularis,leaf length maximum,cm,3.5
Dodonaea trifida,leaf length maximum,cm,1.2
Dodonaea triquetra,leaf length maximum,cm,12
Dodonaea truncatiales,leaf length maximum,cm,10
Dodonaea viscosa,leaf length maximum,cm,1
Dodonaea viscosa subsp. angustifolia,leaf length maximum,cm,10
Dodonaea viscosa subsp. angustissima,leaf length maximum,cm,9.5
Dodonaea viscosa subsp. burmanniana,leaf length maximum,cm,10
Dodonaea viscosa subsp. cuneata,leaf length maximum,cm,3
Dodonaea viscosa subsp. mucronata,leaf length maximum,cm,6
Dodonaea viscosa subsp. spatulata,leaf length maximum,cm,7.5
Dodonaea viscosa subsp. viscosa,leaf length maximum,cm,12.5
Doryanthes excelsa,leaf length maximum,cm,250
Doryanthes palmeri,leaf length maximum,cm,300
Doryphora aromatica,leaf length maximum,cm,13.5
Doryphora sassafras,leaf length maximum,cm,11
Dryadodaphne trachyphloia,leaf length maximum,cm,11.5
Dryandra acanthopoda,leaf length maximum,cm,13
Dryandra anatona,leaf length maximum,cm,7
Dryandra arborea,leaf length maximum,cm,6
Dryandra arctotidis,leaf length maximum,cm,15
Dryandra armata,leaf length maximum,cm,8
Dryandra armata var. armata,leaf length maximum,cm,8
Dryandra armata var. ignicida,leaf length maximum,cm,8
Dryandra aurantia,leaf length maximum,cm,25
Dryandra baxteri,leaf length maximum,cm,35
Dryandra bipinnatifida,leaf length maximum,cm,33
Dryandra bipinnatifida subsp. bipinnatifida,leaf length maximum,cm,33
Dryandra bipinnatifida subsp. multifida,leaf length maximum,cm,20
Dryandra blechnifolia,leaf length maximum,cm,35
Dryandra borealis,leaf length maximum,cm,9
Dryandra brownii,leaf length maximum,cm,35
Dryandra calophylla,leaf length maximum,cm,35
Dryandra carlinoides,leaf length maximum,cm,3.5
Dryandra catoglypta,leaf length maximum,cm,30
Dryandra cirsioides,leaf length maximum,cm,9
Dryandra columnaris,leaf length maximum,cm,15
Dryandra comosa,leaf length maximum,cm,35
Dryandra concinna,leaf length maximum,cm,15
Dryandra conferta,leaf length maximum,cm,15
Dryandra corvijuga,leaf length maximum,cm,20
Dryandra cuneata,leaf length maximum,cm,6.5
Dryandra cynaroides,leaf length maximum,cm,8
Dryandra cypholoba,leaf length maximum,cm,20
Dryandra drummondii,leaf length maximum,cm,90
Dryandra drummondii subsp. drummondii,leaf length maximum,cm,90
Dryandra drummondii subsp. hiemalis,leaf length maximum,cm,30
Dryandra drummondii subsp. macrorufa,leaf length maximum,cm,36
Dryandra echinata,leaf length maximum,cm,15
Dryandra epimicta,leaf length maximum,cm,33
Dryandra erythrocephala,leaf length maximum,cm,11
Dryandra falcata,leaf length maximum,cm,8
Dryandra fasciculata,leaf length maximum,cm,18
Dryandra ferruginea,leaf length maximum,cm,35
Dryandra ferruginea subsp. chelomacarpa,leaf length maximum,cm,20
Dryandra ferruginea subsp. ferruginea,leaf length maximum,cm,35
Dryandra ferruginea subsp. flavescens,leaf length maximum,cm,30
Dryandra ferruginea subsp. obliquiloba,leaf length maximum,cm,30
Dryandra ferruginea subsp. pumila,leaf length maximum,cm,15
Dryandra ferruginea subsp. tutanningensis,leaf length maximum,cm,35
Dryandra fililoba,leaf length maximum,cm,30
Dryandra foliolata,leaf length maximum,cm,20
Dryandra foliosissima,leaf length maximum,cm,27
Dryandra formosa,leaf length maximum,cm,16
Dryandra fraseri,leaf length maximum,cm,10
Dryandra fuscobractea,leaf length maximum,cm,7
Dryandra glauca,leaf length maximum,cm,7.5
