species_name,Block!,Column!,Row!,Mother,Elevation,Treatment,Replicate!,Abbrev!,T_LL,T_DL,T_LC,Photo,Cond,Photo_D,Cond_D,area_mm2,SLA_cm_g:4,%N:1,date,date2
Wahlenbergia ceracea,2,1,h,5,LoElev,HiWat,3,wc5LoElev3,1736,228,1964,NA,NA,NA,NA,190.85,185.6604,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,3,13,a,5,LoElev,HiWat,5,wc5LoElev5,848,380,1228,11.67487889,0.085882779,6.802777024,0.063874686,128.4,216.4346,3.8,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,3,12,a,5,LoElev,HiWat,6,wc5LoElev6,2000,268,2268,9.323548127,0.123070784,3.582885226,0.041461676,91.5,225.7537,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,3,14,b,5,LoElev,LoWat,7,wc5LoElev7,196,292,488,12.73459837,0.214680488,0.10573218,0.012536648,88.1,278.6332,4.1,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,2,12,e,5,LoElev,HiWat,10,wc5LoElev10,840,720,1560,2.03855553,0.023699646,0.972271094,0.011346835,129.5,213.5728,2.9,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,2,10,e,5,LoElev,LoWat,11,wc5LoElev11,268,404,672,1.066558524,0.012618197,0.226525919,0.00519293,39.95,247.7667,3,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,3,15,h,5,LoElev,LoWat,12,wc5LoElev12,NA,NA,0,NA,NA,NA,NA,214.9,230.5035,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,1,3,f,5,LoElev,LoWat,14,wc5LoElev14,424,48,472,1.916866344,0.116484007,4.2471416,0.12415338,208.9,242.695,1.1,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,1,11,h,5,LoElev,HiWat,15,wc5LoElev15,472,8,480,1.232579487,0.081852945,0.46208484,0.02782543,78.75,263.6675,0.8,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,1,15,a,5,LoElev,LoWat,16,wc5LoElev16,1412,172,1584,1.182823501,0.027031064,0.883016611,0.023795476,227.85,243.9461,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,1,15,e,5,LoElev,HiWat,17,wc5LoElev17,676,28,704,2.607094955,0.260166002,1.70898538,0.045425538,125.75,213.7515,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,3,8,b,5,LoElev,HiWat,18,wc5LoElev18,288,0,288,NA,NA,NA,NA,192.9,192.9,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,2,13,c,5,LoElev,HiWat,19,wc5LoElev19,572,88,660,0.986321235,0.089727108,0.848235448,0.053075155,104.6,242.4786,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,1,2,b,5,LoElev,LoWat,x1,wc5LoElevx1,824,472,1296,NA,NA,NA,NA,127.8,231.2938,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,3,3,c,6,LoElev,LoWat,1,wc6LoElev1,596,680,1276,NA,NA,NA,NA,268,252.8302,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,1,4,g,6,LoElev,LoWat,2,wc6LoElev2,552,464,1016,NA,NA,NA,NA,384.7,216.1215,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,1,7,c,6,LoElev,HiWat,3,wc6LoElev3,1716,448,2164,NA,NA,NA,NA,289.45,187.8928,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,2,8,a,6,LoElev,HiWat,4,wc6LoElev4,1056,148,1204,NA,NA,NA,NA,140.85,201.9403,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,3,1,g,6,LoElev,HiWat,6,wc6LoElev6,1296,168,1464,NA,NA,NA,NA,NA,NA,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,2,9,h,6,LoElev,LoWat,7,wc6LoElev7,232,416,648,NA,NA,NA,NA,36.4,728,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,2,7,h,6,LoElev,LoWat,8,wc6LoElev8,0,344,344,NA,NA,NA,NA,279.6,139.8,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,3,1,f,6,LoElev,LoWat,9,wc6LoElev9,0,788,788,NA,NA,NA,NA,388.7,237.0122,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,1,8,d,6,LoElev,LoWat,10,wc6LoElev10,688,500,1188,NA,NA,NA,NA,217.8,211.9981,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,1,2,a,6,LoElev,HiWat,11,wc6LoElev11,1168,92,1260,NA,NA,NA,NA,188.4,167.8862,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,2,5,c,6,LoElev,HiWat,12,wc6LoElev12,384,704,1088,NA,NA,NA,NA,241.9,221.9266,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,3,2,b,6,LoElev,HiWat,x1,wc6LoElevx1,1316,812,2128,NA,NA,NA,NA,148.1,185.1604,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,3,6,b,7,HiElev,HiWat,1,wc7HiElev1,1524,824,2348,2.84611069,0.049990966,3.368857618,0.045324146,219.4,224.0499,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,2,7,c,7,HiElev,HiWat,3,wc7HiElev3,552,1132,1684,0.399182511,0.015113708,0.386076064,0.005519933,139.6,279.8701,2.1,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,1,10,e,7,HiElev,LoWat,4,wc7HiElev4,700,692,1392,1.415595615,0.016090936,0.027616198,0.013192613,134.75,248.5497,2.1,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,3,3,e,7,HiElev,LoWat,5,wc7HiElev5,464,492,956,0.586493446,0.026023459,0.103720627,0.015347379,NA,NA,3.7,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,2,4,h,7,HiElev,LoWat,6,wc7HiElev6,132,588,720,0.138467073,0.018469087,0.013047782,0.004772675,48.6,540,3.3,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,1,3,e,7,HiElev,LoWat,7,wc7HiElev7,456,428,884,4.43894738,0.037884311,2.515546124,0.020979083,253.55,199.2489,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,2,3,h,7,HiElev,HiWat,8,wc7HiElev8,708,456,1164,5.451957795,0.07884146,3.629483885,0.044095746,162.1,274.7458,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,3,6,c,7,HiElev,LoWat,9,wc7HiElev9,1160,396,1556,-0.276799526,0.063398013,0.363538342,0.011994508,108.75,221.8432,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,1,12,h,7,HiElev,HiWat,10,wc7HiElev10,1104,288,1392,4.357896554,0.053783167,3.760284019,0.0660433,213.65,161.9765,1.3,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,2,9,f,7,HiElev,HiWat,11,wc7HiElev11,1296,784,2080,5.781598539,0.078638134,1.300956176,0.025146348,186.55,176.3431,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,3,5,f,7,HiElev,HiWat,12,wc7HiElev12,892,1456,2348,5.316105624,0.060161407,2.296975934,0.018030343,NA,NA,2.6,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,1,9,e,7,HiElev,HiWat,x1,wc7HiElevx1,1368,720,2088,0.351976005,0.052775188,0.180351562,0.057158432,212.6,349.888,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,3,15,f,8,HiElev,HiWat,1,wc8HiElev1,664,500,1164,NA,NA,NA,NA,NA,NA,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,1,6,d,8,HiElev,LoWat,3,wc8HiElev3,168,420,588,NA,NA,NA,NA,180.8,231.3947,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,1,11,d,8,HiElev,HiWat,4,wc8HiElev4,1216,868,2084,NA,NA,NA,NA,264.5,206.6406,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,3,9,e,8,HiElev,LoWat,5,wc8HiElev5,112,772,884,NA,NA,NA,NA,180.5,277.6923,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,3,7,h,8,HiElev,LoWat,6,wc8HiElev6,12,520,532,NA,NA,NA,NA,132.4,228.2759,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,2,3,b,8,HiElev,LoWat,7,wc8HiElev7,780,436,1216,NA,NA,NA,NA,81.4,169.5833,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,2,14,c,8,HiElev,LoWat,8,wc8HiElev8,704,424,1128,NA,NA,NA,NA,111.3,227.63,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,2,12,g,8,HiElev,HiWat,9,wc8HiElev9,1320,324,1644,NA,NA,NA,NA,166.4,167.2823,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,1,13,d,8,HiElev,HiWat,10,wc8HiElev10,1032,196,1228,NA,NA,NA,NA,189,207.6923,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,2,5,a,8,HiElev,HiWat,11,wc8HiElev11,2252,252,2504,NA,NA,NA,NA,101.45,260.9738,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,3,7,a,8,HiElev,HiWat,12,wc8HiElev12,1032,432,1464,NA,NA,NA,NA,177.3,281.5511,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,3,6,h,8,HiElev,LoWat,15,wc8HiElev15,336,32,368,NA,NA,NA,NA,NA,NA,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,3,4,g,8,HiElev,HiWat,16,wc8HiElev16,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,1,9,g,8,HiElev,LoWat,x1,wc8HiElevx1,756,332,1088,NA,NA,NA,NA,211.55,250.0696,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,3,14,a,9,HiElev,HiWat,1,wc9HiElev1,1352,212,1564,1.253865447,0.021713425,0.905233335,0.036689213,166.75,340.0456,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,2,2,b,9,HiElev,HiWat,2,wc9HiElev2,1180,396,1576,5.640712039,0.102734308,2.141331494,0.017696496,72.4,206.8571,3,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,2,2,c,9,HiElev,LoWat,3,wc9HiElev3,328,628,956,2.165143124,0.018006444,3.35432755,0.04078182,52.9,406.9231,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,3,8,e,9,HiElev,HiWat,4,wc9HiElev4,924,992,1916,2.489063078,0.060251434,1.113851815,0.0233643,NA,NA,3.2,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,3,12,d,9,HiElev,LoWat,5,wc9HiElev5,144,852,996,9.103538643,0.103564942,0.621967126,0.016925216,35.55,296.9608,3.7,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,1,1,b,9,HiElev,LoWat,6,wc9HiElev6,1448,200,1648,2.838409787,0.048624935,1.064852993,0.007173291,333.2,238,1.9,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,1,4,b,9,HiElev,HiWat,7,wc9HiElev7,1256,168,1424,1.292424779,0.022130885,0.75632936,0.019478818,141.45,222.7453,1.3,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,2,3,a,9,HiElev,LoWat,8,wc9HiElev8,268,856,1124,5.512860957,0.108365397,0.884065976,0.010842287,14.6,292,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,3,15,d,9,HiElev,LoWat,9,wc9HiElev9,180,620,800,6.967856978,0.047916003,0.100544214,0.001003537,72.9,220.9091,2.3,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,1,14,f,9,HiElev,HiWat,10,wc9HiElev10,1588,168,1756,2.590639217,0.034008866,0.706004896,0.03005182,279.4,161.9973,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,1,15,g,9,HiElev,LoWat,11,wc9HiElev11,946,522.7272727,1468.727273,12.7449541,0.149287292,2.73817731,0.049992963,80,242.4242,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,2,11,g,9,HiElev,LoWat,12,wc9HiElev12,16,1000,1016,1.635782977,0.040288496,0.80526175,0.011326002,72.9,220.9091,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,1,10,b,9,HiElev,LoWat,14,wc9HiElev14,324,160,484,NA,NA,NA,NA,85.3,218.7179,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,2,7,d,10,HiElev,LoWat,1,wc10HiElev1,288,468,756,NA,NA,NA,NA,222.95,248.8343,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,3,15,a,10,HiElev,HiWat,3,wc10HiElev3,2224,628,2852,NA,NA,NA,NA,84.4,182.7368,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,3,2,a,10,HiElev,LoWat,4,wc10HiElev4,416,1044,1460,NA,NA,NA,NA,56.65,307.5,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,2,15,g,10,HiElev,HiWat,5,wc10HiElev5,1860,456,2316,NA,NA,NA,NA,102.9,232.2978,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,1,5,h,10,HiElev,HiWat,6,wc10HiElev6,1293.939394,124.2424242,1418.181818,NA,NA,NA,NA,250.65,225.0553,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,1,4,f,10,HiElev,HiWat,7,wc10HiElev7,1768,84,1852,NA,NA,NA,NA,281.05,164.6376,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,3,12,e,12,HiElev,LoWat,1,wc12HiElev1,768,748,1516,0.879740169,0.039487542,0.067483053,0.001166798,NA,NA,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,2,8,e,12,HiElev,LoWat,2,wc12HiElev2,1220,296,1516,2.966960158,0.036649177,2.634209247,0.03145064,117.75,212.2581,2.5,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,2,10,f,12,HiElev,HiWat,4,wc12HiElev4,1832,568,2400,1.217008081,0.028807645,1.476085802,0.018262097,188.35,185.1729,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,2,3,f,12,HiElev,LoWat,5,wc12HiElev5,0,302,302,11.44067398,0.505564486,1.662894991,0.030105676,50.8,282.2222,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,1,10,f,12,HiElev,LoWat,6,wc12HiElev6,960,452,1412,3.921619008,0.037046612,0.619262332,0.010736274,307.25,180.4134,1.2,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,3,6,d,12,HiElev,HiWat,7,wc12HiElev7,592,444,1036,1.464535347,0.038795606,2.652799887,0.023485745,114.65,266.6279,4.5,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,3,11,c,12,HiElev,LoWat,8,wc12HiElev8,548,1128,1676,2.392521742,0.07636194,0.35718537,0.023635581,76.36,253.7075,2.6,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,3,3,h,12,HiElev,HiWat,9,wc12HiElev9,848,256,1104,11.17881693,0.13951627,0.919428152,0.003232521,NA,NA,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,1,10,d,12,HiElev,HiWat,10,wc12HiElev10,1636,148,1784,1.778606385,0.060909035,0.042345934,0.017332729,144.35,190.0197,1.3,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,2,14,e,12,HiElev,HiWat,11,wc12HiElev11,452,552,1004,0.756865742,0.018297834,1.52249683,0.047711101,83.75,202.8333,2.8,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,1,1,h,12,HiElev,LoWat,12,wc12HiElev12,688,384,1072,1.241206517,0.045971781,1.337933775,0.016030529,199.3,208.4213,NA,26-Nov-11,16-Dec-11
