Data_Set,Branch_ID,Species,site,branch location,Form,LMA,Area,TN,TC,Photo
2014,TD_59,Licuala ramsayi,Crane,canopy crown,Tree,137.3,632.9,1.061,44.243,NA
2014,TD_33,Litsea leefeana,Crane,canopy crown,Tree,140.3,40.5,1.642,47.238,9.612
2014,TD_44,Litsea leefeana,Crane,canopy crown,Tree,123.1,37,1.377,47.415,9.629
2014,TD_18,Mallotus paniculatus,Crane,canopy crown,Tree,71.1,107.8,3.891,44.935,18.446
2014,TD_21,Merremia peltata,Crane,canopy crown,Liana,73.4,241.2,2.386,46.136,13.19
2014,TD_38,Musgravea heterophylla,Crane,canopy crown,Tree,158.9,162.6,0.897,43.664,16.456
2014,TD_13,Myristica globosa subsp. muelleri,Crane,canopy crown,Tree,126.7,81.2,1.621,47.003,9.268
2014,TD_34,Neonauclea glabra,Crane,canopy crown,Tree,140.2,37.8,1.335,45.385,10.449
2014,TD_12,Normanbya normanbyi,Crane,canopy crown,Tree,140.5,153.4,1.702,45.143,12.214
2014,TD_4,Palaquium galactoxylum,Crane,canopy crown,Tree,149.8,38.1,2.6,46.262,10.15
2014,TD_61,Parsonsia latifolia,Crane,canopy crown,Liana,98.9,94,1.896,46.657,NA
2014,TD_36,Premna serratifolia,Crane,canopy crown,Tree,78.3,120.2,2.604,43.191,10.48
2014,TD_11,Rockinghamia angustifolia,Crane,canopy crown,Tree,104.2,58,1.877,41.349,5.021
2014,TD_31,Synima cordierorum,Crane,canopy crown,Tree,144,37.1,1.825,46.705,10.448
2014,TD_60,Syzygium claviflorum,Crane,canopy crown,Tree,144.2,40.7,1.2,45.655,NA
2014,TD_16,Syzygium graveolens,Crane,canopy crown,Tree,142.4,49,1.426,46.107,10.387
2014,TD_27,Syzygium gustavioides,Crane,canopy crown,Tree,166.1,58.2,1.335,44.969,7.601
2014,TD_48,Syzygium monospermum,Crane,canopy crown,Tree,101.1,56,1.268,46.469,3.51
2014,TD_1,Syzygium sayeri,Crane,canopy crown,Tree,129.2,47.8,1.328,46.317,6.703
2014,TD_40,Tetracera nordtiana,Crane,canopy crown,Liana,85.9,34.4,1.399,40.755,8.643
2014,TD_46,Toechima erythrocarpum,Crane,canopy crown,Tree,94.1,65.8,1.639,44.807,7.509
2014,TD_47,Vitex queenslandica,Crane,canopy crown,Tree,64.2,29.4,2.962,42.732,12.82
2014,TD_25,Wrightia laevis,Crane,canopy crown,Tree,81.8,57.8,4.312,43.737,12.307
2014,TD_30,Xanthophyllum octandrum,Crane,canopy crown,Tree,97,25.1,3.48,44.479,10.51
2014,TD_66,Aleurites rockinghamensis,Reforestation,Reforestation,Tree,NA,NA,1.325,42.938,NA
2014,TD_75,Alstonia scholaris,Reforestation,Reforestation,Tree,149.7,85.5,1.037,48.321,NA
2014,TD_67,Cerbera floribunda,Reforestation,Reforestation,Tree,84.2,115,1.197,43.398,NA
2014,TD_78,Chionanthus ramiflorus,Reforestation,Reforestation,Tree,134.4,87.9,1.174,45.858,NA
2014,TD_71,Darlingia darlingiana,Reforestation,Reforestation,Tree,156.1,128.6,0.617,47.166,NA
2014,TD_76,Elaeocarpus angustifolius,Reforestation,Reforestation,Tree,93.1,27.4,1.379,44.938,NA
2014,TD_77,Ficus racemosa,Reforestation,Reforestation,Tree,64.4,44.7,1.76,43.704,NA
2014,TD_72,Ficus variegata,Reforestation,Reforestation,Tree,109.1,80.7,1.505,39.261,NA
2014,TD_73,Glochidion harveyanum,Reforestation,Reforestation,Tree,121.6,69.4,0.96,43.375,NA
2014,TD_68,Mischocarpus exangulatus,Reforestation,Reforestation,Tree,109.3,57.8,1.088,47.812,NA
2014,TD_69,Planchonella myrsinodendron,Reforestation,Reforestation,Tree,119.1,150.2,1.562,48.479,NA
2014,TD_79,Rhysotoechia robertsonii,Reforestation,Reforestation,Tree,79.6,37.3,1.595,44.675,NA
2014,TD_65,Schefflera actinophylla,Reforestation,Reforestation,Tree,118.6,182.5,1.098,40.111,NA
2014,TD_70,Syzygium hemilampra,Reforestation,Reforestation,Tree,147.5,40.7,0.891,48.814,NA
2014,TD_74,Terminalia sericocarpa,Reforestation,Reforestation,Tree,90.1,28.9,1.524,44.241,NA
2014,TDU_35,Aglaia meridionalis,Crane,understorey,Tree,56.8,45.6,1.734,44.339,5.995525859
2014,TDU_9,Alpinia caerulea,Crane,understorey,Herb,44.5,247.3,2.538486451,44.43113212,4.597286705
2014,TDU_10,Archontophoenix alexandrae,Crane,understorey,Tree,53.5,80.9,1.205720625,40.54112646,4.929353671
2014,TDU_45,Ardisia pachyrrhachis,Crane,understorey,Tree,86,70.6,0.86,44.431,3.174296676
2014,TDU_46,Ardisia pachyrrhachis,Crane,understorey,Tree,80,56.7,0.824,44.391,2.824552562
2014,TDU_3,Argyrodendron peralatum,Crane,understorey,Tree,105.2,85.5,1.337999233,45.45696979,4.625085831
2014,TDU_43,Argyrodendron peralatum,Crane,understorey,Tree,87,90.5,1.469,47.3,5.44971747
2014,TDU_12,Atractocarpus hirtus,Crane,understorey,Tree,64.3,81.2,1.25942968,38.91189998,3.899274321
2014,TDU_17,Atractocarpus hirtus,Crane,understorey,Tree,58.1,64.5,1.635,41.769,3.138161402
2014,TDU_30,Austrosteenisia blackii,Crane,understorey,Liana,19,14.9,4.153,45.878,3.971084967
2014,TDU_29,Bowenia spectabilis,Crane,understorey,Cycad,65.4,21.7,2.122,45.274,2.744059529
2014,TDU_39,Bowenia spectabilis,Crane,understorey,Cycad,69.4,22.8,2.541,47.674,4.442360598
2014,TDU_7,Brombya platynema,Crane,understorey,Tree,52.9,105,1.921220528,39.16252091,3.430819402
2014,TDU_15,Brombya platynema,Crane,understorey,Tree,73.3,95.8,2.191,43.193,3.80171368
2014,TDU_28,Brombya platynema,Crane,understorey,Tree,51.1,89.2,2.081573604,42.31186864,3.45679735
2014,TDU_22,Calamus australis,Crane,understorey,Liana,52.8,63.4,1.433,42.629,3.626045531
2014,TDU_23,Carallia brachiata,Crane,understorey,Tree,31.8,31.6,3.102,43.946,6.107837541
2014,TDU_26,Carallia brachiata,Crane,understorey,Tree,42.7,44.2,2.357,44.324,5.042921282
2014,TDU_27,Carronia protensa,Crane,understorey,Liana,50.6,92.1,2.574,46.602,2.412780436
2014,TDU_1,Castanospermum australe,Crane,understorey,Tree,39.7,53.9,2.634312751,45.09648452,6.573133199
2014,TDU_13,Cleistanthus myrianthus,Crane,understorey,Tree,54.1,70.4,1.980903075,42.64556247,3.800318845
2014,TDU_47,Cleistanthus myrianthus,Crane,understorey,Tree,49.2,33.1,1.743,43.888,5.425756257
2014,TDU_8,Cryptocarya grandis,Crane,understorey,Tree,59.6,37.3,1.974511474,44.24015564,2.304061562
2014,TDU_14,Cryptocarya grandis,Crane,understorey,Tree,51.2,31.2,1.792,45.659,3.344272797
2014,TDU_2,Elaeocarpus angustifolius,Crane,understorey,Tree,46.5,28.4,2.084943576,43.64433917,4.637316297
2014,TDU_36,Endiandra leptodendron,Crane,understorey,Tree,57.4,83,1.574,44.152,4.587194731
2014,TDU_4,Endiandra microneura,Crane,understorey,Tree,89.6,100.7,1.411439386,44.89935901,4.764420232
2014,TDU_6,Endiandra microneura,Crane,understorey,Tree,84.8,82.8,1.606592225,43.8501243,5.161410378
2014,TDU_16,Endiandra microneura,Crane,understorey,Tree,79.5,97.5,1.587,46.552,4.950878559
2014,TDU_52,Eustrephus latifolius,Crane,understorey,Liana,36.3,26.7,2.418,42.938,3.831585348
2014,TDU_34,Flagellaria indica,Crane,understorey,Liana,51.8,112,1.589,40.782,3.176825001
2014,TDU_11,Gomphandra australiana,Crane,understorey,Tree,61.2,71.6,2.008926613,42.39042633,5.134409498
2014,TDU_19,Gomphandra australiana,Crane,understorey,Tree,59.8,106.6,2.095,42.709,4.236469163
2014,TDU_18,Haplostichanthus ramiflorus,Crane,understorey,Tree,67.6,76.7,1.852,43.211,2.697952014
2014,TDU_38,Haplostichanthus ramiflorus,Crane,understorey,Tree,56.9,52.7,2.241,43.547,3.260665424
2014,TDU_40,Haplostichanthus ramiflorus,Crane,understorey,Tree,59.7,69,2.211,42.354,2.061187025
2014,TDU_50,Hypserpa decumbens,Crane,understorey,Liana,51.6,36,1.499,38.845,3.627696689
2014,TDU_31,Mucuna gigantea,Crane,understorey,Liana,19.9,46.2,4.596,43.829,3.164954277
2014,TDU_20,Myristica globosa subsp. muelleri,Crane,understorey,Tree,62.4,125.5,1.837,46.432,3.610275237
2014,TDU_24,Myristica globosa subsp. muelleri,Crane,understorey,Tree,68.5,102.4,1.588,43.05,3.305164338
2014,TDU_25,Myristica globosa subsp. muelleri,Crane,understorey,Tree,71.4,91.8,1.515,47.378,3.196735566
2014,TDU_21,Neosepicaea jucunda,Crane,understorey,Liana,36.6,51.1,2.135,43.53,3.821890115
2014,TDU_33,Normanbya normanbyi,Crane,understorey,Tree,58.1,171.2,1.834,46.224,6.089334316
2014,TDU_41,Palaquium galactoxylum,Crane,understorey,Tree,34.5,25.1,1.765,45.944,2.160635119
2014,TDU_42,Piper caninum,Crane,understorey,Liana,30.7,40.2,2.624,42.094,2.462643695
2014,TDU_37,Pittosporum rubiginosum,Crane,understorey,Tree,40,62.5,1.47,40.625,3.798830736
2014,TDU_32,Polyscias australiana,Crane,understorey,Tree,34.2,83.8,2.23,44.606,2.437670798
2014,TDU_44,Psychotria dallachiana,Crane,understorey,Tree,77.7,27.8,1.637,42.976,6.35056302
2014,TDU_5,Rockinghamia angustifolia,Crane,understorey,Tree,71.7,144.6,1.292462953,39.81456103,1.628199468
2014,TDU_49,Syzygium sayeri,Crane,understorey,Tree,80.5,60.5,1.412,46.515,1.72273432
2014,TDU_48,Tetracera nordtiana,Crane,understorey,Liana,37.3,37.1,1.415,42.277,3.633152555
2017,D_1,Argyrodendron peralatum,Crane,canopy crown,Tree,184.9,29.9,1.8,48.806,NA
2017,D_2,Argyrodendron peralatum,Crane,inner canopy,Tree,186.9,26.2,1.604,41.382,NA
2017,D_15,Argyrodendron peralatum,Crane,canopy crown,Tree,168.5,18.4,1.662,49.383,NA
2017,D_16,Argyrodendron peralatum,Crane,inner canopy,Tree,143.7,15.5,1.592,49.355,NA
2017,D_25,Argyrodendron peralatum,Crane,understorey,Tree,92.6,78,1.67,48.68,NA
2017,D_31,Argyrodendron peralatum,Crane,notable gap,Tree,100.6,108.5,1.523,46.506,NA
2017,D_9,Cleistanthus myrianthus,Crane,canopy crown,Tree,84.6,62.1,2.219,47.17,NA
2017,D_10,Cleistanthus myrianthus,Crane,inner canopy,Tree,65.3,83.5,2.221,45.794,NA
2017,D_13,Cleistanthus myrianthus,Crane,canopy crown,Tree,75.7,45.4,2.584,47.026,NA
2017,D_14,Cleistanthus myrianthus,Crane,inner canopy,Tree,70.1,33.9,2.651,46.686,NA
2017,D_24,Cleistanthus myrianthus,Crane,understorey,Tree,64.5,67.8,1.877,44.028,NA
2017,D_28,Cleistanthus myrianthus,Crane,notable gap,Tree,62.8,58,1.731,47.67,NA
2017,D_30,Cleistanthus myrianthus,Crane,notable gap,Tree,60.5,101.1,2.144,46.686,NA
2017,D_5,Endiandra microneura,Crane,canopy crown,Tree,142.3,33,1.992,45.282,NA
2017,D_6,Endiandra microneura,Crane,inner canopy,Tree,137.1,28.3,1.828,47.258,NA
2017,D_7,Endiandra microneura,Crane,canopy crown,Tree,167.5,36.6,1.807,48.688,NA
2017,D_8,Endiandra microneura,Crane,inner canopy,Tree,124.2,68.1,1.675,45.879,NA
2017,D_26,Endiandra microneura,Crane,understorey,Tree,100,204,1.613,47.997,NA
2017,D_27,Endiandra microneura,Crane,notable gap,Tree,95.4,73.1,2.037,45.505,NA
2017,D_3,Myristica globosa subsp. muelleri,Crane,canopy crown,Tree,151.5,59.1,1.852,47.783,NA
2017,D_4,Myristica globosa subsp. muelleri,Crane,inner canopy,Tree,98.7,99.9,1.703,45.862,NA
2017,D_17,Myristica globosa subsp. muelleri,Crane,canopy crown,Tree,120.9,50.2,1.873,48.85,NA
2017,D_18,Myristica globosa subsp. muelleri,Crane,inner canopy,Tree,126.8,52.2,2.085,50.518,NA
2017,D_22,Myristica globosa subsp. muelleri,Crane,understorey,Tree,74.6,58.4,1.607,48.29,NA
2017,D_23,Myristica globosa subsp. muelleri,Crane,understorey,Tree,79.7,72.1,1.616,49.796,NA
2017,D_32,Myristica globosa subsp. muelleri,Crane,notable gap,Tree,68,60.6,1.524,46.149,NA
2017,D_11,Rockinghamia angustifolia,Crane,canopy crown,Tree,80,68.5,1.896,43.338,NA
2017,D_12,Rockinghamia angustifolia,Crane,inner canopy,Tree,57.9,136.1,2.062,43.673,NA
2017,D_19,Rockinghamia angustifolia,Crane,canopy crown,Tree,100.6,63,1.839,43.166,NA
2017,D_20,Rockinghamia angustifolia,Crane,inner canopy,Tree,88.9,146,1.855,43.841,NA
2017,D_21,Rockinghamia angustifolia,Crane,understorey,Tree,70.3,159.7,1.467,43.474,NA
2017,D_33,Rockinghamia angustifolia,Crane,notable gap,Tree,82.3,131.8,1.362,45.963,NA
2017,TDU_D_15,Archontophoenix alexandrae,Crane,understorey,Tree,51.358,83.801,1.206,40.541,NA
2017,TDU_D_6,Argyrodendron peralatum,Crane,understorey,Tree,90.214,71.866,NA,NA,NA
2017,TDU_D_12,Brombya platynema,Crane,understorey,Tree,56.589,119.752,2.065,41.556,NA
2017,TDU_D_13,Calamus australis,Crane,understorey,Liana,44.667,51.905,1.433,42.629,NA
2017,TDU_D_5,Castanospermum australe,Crane,understorey,Tree,31.325,39.855,2.634,45.096,NA
2017,TDU_D_7,Cleistanthus myrianthus,Crane,understorey,Tree,44.879,126.238,1.862,43.267,NA
2017,TDU_D_8,Cryptocarya grandis,Crane,understorey,Tree,55.116,49.248,1.883,44.95,NA
2017,TDU_D_4,Cryptocarya murrayi,Crane,understorey,Tree,67.527,198.242,NA,NA,NA
2017,TDU_D_11,Elaeocarpus angustifolius,Crane,understorey,Tree,36.91,43.14,2.085,43.644,NA
2017,TDU_D_2,Endiandra microneura,Crane,understorey,Tree,104.377,146.532,1.535,45.1,NA
2017,TDU_D_9,Hypserpa decumbens,Crane,understorey,Liana,29.52,55.226,1.499,38.845,NA
2017,TDU_D_10,Myristica globosa subsp. muelleri,Crane,understorey,Tree,76.599,116.898,1.647,45.62,NA
2017,TDU_D_14,Normanbya normanbyi,Crane,understorey,Tree,45.691,61.343,1.834,46.224,NA
2017,TDU_D_3,Rockinghamia angustifolia,Crane,understorey,Tree,62.784,245.82,1.292,39.815,NA
2017,TDU_D_1,Endiandra leptodendron,Crane,understorey,Tree,61.754,122.534,1.574,44.152,NA
